162

320

     0 -0.001224293083985304  2.542025099052303e-09  0.7391943691611115	      
     1 0.2068428669596128  0.3671092518346761  0.3137808898072372		      
     2 -0.1035400261992302  0.6304494909525248  0.3310051487855222		      
     3 -0.1534082894580818  3.827964365875083e-09  0.3091355396322127		      
     4 -0.1035400215786847  -0.6304494864385174  0.3310051470467633		      
     5 0.206842873407454  -0.3671092521050781  0.3137808911242077		      
     6 0.153408298267396  1.333547069181373e-09  -0.3091355014504542		      
     7 0.1035400257568163  0.6304494924069317  -0.3310050988833318		      
     8 -0.2068428646920863  0.3671092534646186  -0.3137808398892717		      
     9 -0.206842859819816  -0.3671092531079358  -0.3137808420053507		      
    10 0.1035400295601646  -0.6304494896844843  -0.33100509826029		      
    11 0.001224295143430642  2.328400170932636e-09  -0.7391943321247954	      
    12 0.1590349140487848  0.2268743803099743  0.6215837128504683		      
    13 0.1725325453895278  2.016466147352998e-10  0.3627540968367796		      
    14 0.159034914886471  -0.2268743775336471  0.6215837138964649		      
    15 -0.06273442570801414  0.3719894081415532  0.6325678910575921		      
    16 0.100282156771787  0.5991241230074571  0.3880983941565515		      
    17 -0.1940163632426153  3.012837472026786e-09  0.6175343199445473		      
    18 -0.210267319275887  0.348436575794101  0.3669903489437706		      
    19 -0.06273442472427937  -0.3719894035860302  0.6325678896926049		      
    20 -0.2102673146493993  -0.3484365705345631  0.36699034871022		      
    21 0.1002821582468029  -0.5991241224599825  0.3880983945264286		      
    22 0.1114029240325081  0.2219048762625945  0.0003731795573432714		      
    23 0.1114029302152219  -0.2219048767451757  0.0003731795611071262		      
    24 0.199928285106811  0.5807223788541117  0.001172043601716131		      
    25 0.2102673208472682  0.3484365762850017  -0.3669903076805168		      
    26 -1.378272474377001e-10  0.7372596347604817  2.890320417378361e-08	      
    27 -0.1999282860296431  0.5807223797889641  -0.001171990064432069		      
    28 -0.1002821571192739  0.5991241248469401  -0.3880983442562737		      
    29 -0.1114029240797644  0.2219048788739792  -0.0003731318001928453		      
    30 -0.1114029203736569  -0.2219048734856261  -0.0003731319279754525	      
    31 -0.1725325384904071  2.095500525600932e-09  -0.3627540513018303		      
    32 -0.1999282786960848  -0.5807223789018263  -0.00117199006225744		      
    33 4.905468911543298e-09  -0.7372596306626076  2.859957276692439e-08	      
    34 -0.1002821458334398  -0.5991241218908729  -0.3880983431219924		      
    35 0.1999282928409869  -0.5807223808682166  0.001172043716959845		      
    36 0.2102673275246892  -0.34843657369304  -0.3669903090164082		      
    37 0.06273442468892045  0.3719894063675881  -0.6325678533126585		      
    38 0.1940163712980754  2.988108070436766e-09  -0.6175342929408966		      
    39 0.06273442843878881  -0.3719894017444428  -0.6325678513271018		      
    40 -0.1590349120591588  0.2268743805488953  -0.6215836732282272		      
    41 -0.159034906423877  -0.2268743777976975  -0.6215836743662153		      
    42 0.2118025218027938  0.1077473394715973  0.513678857366837		      
    43 0.2118025237232424  -0.1077473374067867  0.5136788579864316		      
    44 0.1620755496874491  1.677663374862204e-09  0.6534781401535549		      
    45 0.1977655558589246  0.3166795134998147  0.4737720677708052		      
    46 0.1923039529465157  0.2022259423989098  0.3471385656656155		      
    47 0.1923039564887276  -0.2022259420072564  0.3471385664061886		      
    48 0.1977655587127727  -0.3166795125862827  0.4737720693192112		      
    49 0.07296775175271378  -0.1094014715357016  0.7093996601000113		      
    50 0.0729677514889383  0.1094014759501103  0.7093996602706703		      
    51 -0.02744360631469123  0.1744816640183865  0.6880949936925923		      
    52 0.05071634667467391  0.3180689925888233  0.6593981456464258		      
    53 0.126902356303143  0.4314364097754752  0.5354080144757146		      
    54 0.1869605339997739  0.498343968745569  0.3656863893490102		      
    55 -0.09623058098705133  2.852296171635302e-09  0.7261811566375966		      
    56 -0.1330862218709329  0.1942128253791141  0.6488894016832749		      
    57 -0.0274436059686222  -0.1744816589027733  0.6880949937011079		      
    58 -0.1330862206073701  -0.1942128196968594  0.6488894007305799		      
    59 0.05071634704253151  -0.3180689893176596  0.6593981461237808		      
