  2.777331e+01  2.777331e+01  1.009070e+02             0             0
  4.227058e+01  4.227058e+01  6.495595e+01           100           104
  1.071885e+02  1.071885e+02  6.032405e+01           200           207
  9.832640e+01  9.832640e+01  5.815634e+01           300           309
  2.837769e+01  2.837769e+01  5.677367e+01           400           412
  4.094288e+01  4.094288e+01  5.579839e+01           500           517
  3.043520e+01  3.043520e+01  5.509157e+01           600           620
  1.209074e+01  1.209074e+01  5.451238e+01           700           722
  3.890845e+01  3.890845e+01  5.405530e+01           800           826
  3.312176e+01  3.312176e+01  5.371795e+01           900           929
  4.448668e+01  4.448668e+01  5.339013e+01          1000          1035
  1.168585e+01  1.168585e+01  5.312715e+01          1100          1138
  1.272952e+01  1.272952e+01  5.278207e+01          1200          1240
  1.425444e+01  1.425444e+01  5.253163e+01          1300          1343
  1.722068e+01  1.722068e+01  5.237253e+01          1400          1445
  1.072640e+01  1.072640e+01  5.219493e+01          1500          1548
  1.034409e+01  1.034409e+01  5.206535e+01          1600          1649
  1.125684e+01  1.125684e+01  5.189874e+01          1700          1755
  2.969808e+01  2.969808e+01  5.164258e+01          1800          1857
  2.535993e+01  2.535993e+01  5.131899e+01          1900          1958
  3.015041e+01  3.015041e+01  5.106007e+01          2000          2063
  1.799471e+01  1.799471e+01  5.092538e+01          2100          2166
  2.115208e+01  2.115208e+01  5.082878e+01          2200          2268
  1.745798e+01  1.745798e+01  5.071096e+01          2300          2370
  9.173137e+00  9.173137e+00  5.060467e+01          2400          2471
  1.687870e+01  1.687870e+01  5.050133e+01          2500          2574
  7.944218e+00  7.944218e+00  5.041180e+01          2600          2677
  7.835147e+00  7.835147e+00  5.030439e+01          2700          2779
  2.828849e+01  2.828849e+01  5.018366e+01          2800          2883
  1.037247e+01  1.037247e+01  5.008412e+01          2900          2984
  9.573454e+00  9.573454e+00  5.001536e+01          3000          3088
  2.772864e+01  2.772864e+01  4.993768e+01          3100          3190
  1.096749e+01  1.096749e+01  4.984783e+01          3200          3295
  6.618127e+00  6.618127e+00  4.974191e+01          3300          3398
  5.823302e+00  5.823302e+00  4.966510e+01          3400          3499
  6.139595e+00  6.139595e+00  4.961558e+01          3500          3604
  2.669332e+00  2.669332e+00  4.958355e+01          3600          3707
  4.705445e+00  4.705445e+00  4.954749e+01          3700          3808
  1.069393e+01  1.069393e+01  4.949789e+01          3800          3911
  5.959105e+00  5.959105e+00  4.945442e+01          3900          4014
  2.411266e+01  2.411266e+01  4.939704e+01          4000          4116
  9.428775e+00  9.428775e+00  4.931410e+01          4100          4216
  1.564874e+01  1.564874e+01  4.921846e+01          4200          4317
  1.595166e+01  1.595166e+01  4.914920e+01          4300          4419
  1.690666e+01  1.690666e+01  4.908628e+01          4400          4522
  5.214566e+00  5.214566e+00  4.903138e+01          4500          4627
  1.844161e+01  1.844161e+01  4.899636e+01          4600          4729
  7.909058e+00  7.909058e+00  4.896441e+01          4700          4833
  3.478901e+00  3.478901e+00  4.893526e+01          4800          4934
  4.447728e+00  4.447728e+00  4.890306e+01          4900          5037
  1.140301e+01  1.140301e+01  4.887018e+01          5000          5140
  5.806820e+00  5.806820e+00  4.882006e+01          5100          5242
  1.006007e+01  1.006007e+01  4.875712e+01          5200          5346
  1.759057e+01  1.759057e+01  4.869305e+01          5300          5449
  4.944141e+00  4.944141e+00  4.863496e+01          5400          5552
  6.430226e+00  6.430226e+00  4.859870e+01          5500          5658
  7.114551e+00  7.114551e+00  4.856613e+01          5600          5761
  4.512082e+00  4.512082e+00  4.853617e+01          5700          5864
  5.619058e+00  5.619058e+00  4.850594e+01          5800          5965
  3.435035e+00  3.435035e+00  4.847918e+01          5900          6066
  5.424372e+00  5.424372e+00  4.845440e+01          6000          6171
  5.676894e+00  5.676894e+00  4.842954e+01          6100          6274
  4.840889e+00  4.840889e+00  4.840942e+01          6200          6378
  3.188024e+00  3.188024e+00  4.838311e+01          6300          6480
  1.700453e+00  1.700453e+00  4.836042e+01          6400          6585
  2.722646e+00  2.722646e+00  4.834411e+01          6500          6687
  7.875642e+00  7.875642e+00  4.832742e+01          6600          6789
  3.974515e+00  3.974515e+00  4.830663e+01          6700          6890
  4.726841e+00  4.726841e+00  4.828523e+01          6800          6993
  6.407629e+00  6.407629e+00  4.826141e+01          6900          7094
  3.304540e+00  3.304540e+00  4.824309e+01          7000          7198
  3.172440e+00  3.172440e+00  4.823057e+01          7100          7302
  4.777507e+00  4.777507e+00  4.821657e+01          7200          7407
  4.968466e+00  4.968466e+00  4.819862e+01          7300          7509
  9.668856e+00  9.668856e+00  4.817638e+01          7400          7611
  4.727226e+00  4.727226e+00  4.815467e+01          7500          7714
  2.435013e+00  2.435013e+00  4.813711e+01          7600          7817
  3.785014e+00  3.785014e+00  4.811541e+01          7700          7919
  5.264780e+00  5.264780e+00  4.808596e+01          7800          8025
  3.138168e+00  3.138168e+00  4.806949e+01          7900          8129
  9.078955e+00  9.078955e+00  4.805854e+01          8000          8234
  1.465909e+00  1.465909e+00  4.804851e+01          8100          8340
  2.305146e+00  2.305146e+00  4.803817e+01          8200          8444
  2.985320e+00  2.985320e+00  4.801790e+01          8300          8547
  7.089693e+00  7.089693e+00  4.799903e+01          8400          8650
  3.391814e+00  3.391814e+00  4.798011e+01          8500          8751
  3.612309e+00  3.612309e+00  4.795627e+01          8600          8854
  7.907107e+00  7.907107e+00  4.793214e+01          8700          8957
  5.384861e+00  5.384861e+00  4.791256e+01          8800          9061
  3.370019e+00  3.370019e+00  4.789421e+01          8900          9163
